kaite 凯特
xiajishuiyu 夏祭水玉
xiajizhongmo 夏祭终末
xiajizhimian 夏祭之面
xiajizhihua 夏祭之花
xiajizhike 夏祭之刻
chenbozhizhan 沉波之盏
zhuiyizhifeng 追忆之风
shijinxionghua 饰金胸花
jiantongluopan 坚铜罗盘
mengshijinjue 盟誓金爵
zhaowulingyu 昭武翎羽
xunjizhihua 勋绩之花
jintongshigui 金铜时晷
chaoyuezhizhan 超越之盏
xianyizhiyu 贤医之羽
chixiaozhimian 嗤笑之面
wugouzhihua 无垢之花
tingbaizhike 停摆之刻
qiwangzhixin 祈望之心
siyizhishi 思忆之矢
wuchangzhimian 无常之面
jichanzhihua 羁缠之花
zhaoluzhishi 朝露之时
feihuazhihu 绯花之壶
qieluozhiyu 切落之羽
mingweizhichan 明威之镡
leiyunzhilong 雷云之笼
mengxingzhipiao 梦醒之瓢
huaguanzhiyu 华馆之羽
xinghaizhili 形骸之笠
ronghuazhiqi 荣花之期
zhongshengzhiyao 众生之谣
zhenzhuzhilong 真珠之笼
yuangongzhiyu 渊宫之羽
haiqizhiguan 海祇之冠
hairanzhihua 海染之花
libiezhibei 离别之贝
jieqizhike 结契之刻
qianguangpianyu 潜光片羽
huileizhizi 虺雷之姿
shenglingzhihua 生灵之华
yangpeizhiyi 阳辔之遗
yongquanzhizhan 涌泉之盏
chuiyuzhiye 垂玉之叶
fusuzhijue 浮溯之珏
hunxiangzhihua 魂香之花
zhusizhiping 祝祀之凭
gaotiandefengzhizhubei 高天的风之主杯
gaotiandefengzhizhuyu 高天的风之主羽
gaotiandefengzhizhuguan 高天的风之主冠
gaotiandefengzhizhuhua 高天的风之主花
gaotiandefengzhizhusha 高天的风之主沙
miwuzhezhideng 迷误者之灯
cuimandezhizhe 翠蔓的智者
migongdeyouren 迷宫的游人
xianzhidedingqi 贤智的定期
rumidezhongyan 如蜜的终宴
caiduandelingyu 裁断的翎羽
shawangdetouying 沙王的投影
mengzhongdetiehua 梦中的铁花
chenjindesuiyue 沉金的岁月
mizuizhangmengdeshouhu 迷醉长梦的守护
huangjinbangguodejiemo 黄金邦国的结末
liushaguisideyibao 流沙贵嗣的遗宝
zhongwangzhidoudekaiduan 众王之都的开端
shiluomitudejixin 失落迷途的机芯
shoumidemoping 守秘的魔瓶
xieluodeyanxi 谢落的筵席
zijingdehuaguan 紫晶的花冠
yuenvdehuacai 月女的华彩
ningjiedeshike 凝结的时刻
yidongsudubaifenbi 移动速度百分比
huoyuansushanghaijiacheng 火元素伤害加成
dianyuansushanghaijiacheng 电元素伤害加成
shuiyuansushanghaijiacheng 水元素伤害加成
caoyuansushanghaijiacheng 草元素伤害加成
fengyuansushanghaijiacheng 风元素伤害加成
yanyuansushanghaijiacheng 岩元素伤害加成
bingyuansushanghaijiacheng 冰元素伤害加成
wulishanghaijiacheng 物理伤害加成
huoyuansukangxing 火元素抗性
dianyuansukangxing 电元素抗性
shuiyuansukangxing 水元素抗性
caoyuansukangxing 草元素抗性
fengyuansukangxing 风元素抗性
yanyuansukangxing 岩元素抗性
bingyuansukangxing 冰元素抗性
wulikangxing 物理抗性
shanghaizengjia 伤害增加
shanghaijianmian 伤害减免
baojilv 暴击率
jingtong 精通
fufangyu 负防御
fujingtong 负精通
baojishanghai 暴击伤害
hudunqiangxiao 护盾强效
zhiliaojiacheng 治疗加成
shouzhiliaojiacheng 受治疗加成
lengquesuojian 冷却缩减
